Unnamed: 0,Unnamed: 1,Unnamed: 2,Waste,"Energy, kJ","Energy, kcal",Nitrogen-to-protein factor,"Nitrogen, total","Protein, videnskabelig",Protein labeling,Carbohydrate by difference,"Carbohydrates, available","Carbohydrate, declaration",Added sugar,Dietary fiber,"Fat, total",Fatty acid conversion factor (FCF),Alcohol,Ash,Dry matter,Water,Vitamin A,Retinol,beta-carotene,Vitamin D,Vitamin D3,D2 ergocalciferol,Vitamin D3 25-hydroxy,25-hydroxyergocalciferol,Vitamin E,alpha-tocopherol,gamma-tocopherol,delta-tocopherol,alpha-tokotrienol,Vitamin K1,Vitamin B1,thiamine,"Vitamin B2, Riboflavin",Niacin Equivalent,Niacin,Vitamin B6,Pantothenic,Biotin,Folate,"Folate, free",B12,C Vitamin,L-ascorbic acid,L-dehydroascorbic,"Sulfur, S","Chloride, Cl","Sodium, Na","Potassium, K","Calcium, Ca","Magnesium, Mg","Phosphorus, P","Iron, Fe","Copper, Cu","Zinc, Zn",Iodine In,"Manganese, Mn","Chromium, Cr","Selenium, Se","Molybdenum, Mo","Cobalt, Co.","Nickel, Ni","Fluoron, F","Silicon, Si","Rubidium, Rb","Aluminum, Al","Boron, B","Bromine, Br",Mercury Hg,"Arsenic, As",Arsen inorganic,"Cadmium, Cd","Lead, Pb","Tin, Sn",L-lactic acid,D-lactic acid,"Lactic acid, total",Citric acid,Oxalic acid,Malic acid,Benzoic acid,"Organic acids, tot.",Histamine,Tyramine,Phenylethylamine,Putrescin,Cadaverine,Spermine,Spermidine,Serotonin,Fructose,Galactose,Glucose,"Monosaccharides, total",Lactose,Maltose,Sucrose,Disaccharides total,Raffinose,Other sugars,"Sugars, total",Sorbitol,Inositol,Maltitol,"Sugar alcohols, total",Starch,IDF,SDFP,SDFS,Hexose,Pentose,Uronic Acid,Cellulose,Lignin,Crude fibers,Neutr.Det.Fibre (NDF),C4: 0,C6: 0,C8: 0,C10: 0,C12: 0,C13: 0,C14: 0,C15: 0,C16: 0,C17: 0,C18: 0,C20: 0,C21:0,C22: 0,C23:0,C24: 0,"Saturated F.A., other","C12:1,n-1",C14: 1 n-5,C15: 1,C16: 1 n-7,C17: 1 n-7,C18: 1 n-9,C18: 1 n-7,C20: 1 n-9,C20: 1 n-11,C22: 1 n-9,C22: 1 n-11,C24: 1 n-9,Other monounsaturated.,C18: 2 n-6,"C18: 2 conj-A, undifferentiated",C18: 3 n-3,C18: 3 n-6,"C18: 4, n-3",C20: 2 n-6,"C22:2,n-6","C22:4,n-6","C22:5,n-6",C20: 3 n-3,"C20: 4, n-3",C20: 3 n-6,"C20: 4, n-6","C20: 5, n-3","C22: 5, n-3","C22: 6, n-3",Other polyunsaturated,C14: 1 trans-9,C16: 1 trans,C18: 1 trans-n-9,C20: 1 trans,C22: 1 trans,"C18: 2, trans, undifferentiated",Other fatty acids,Sum saturated,Sum monounsaturated,Sum polyunsaturated,"Trans fatty acids, total","Fatty acids, total",Sum n-3 fatty acids,Sum n-6 fatty acids,Cholesterol,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Threonine,Tryptophan,Valin,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Hydroxyproline,Serin,Density
380,Fruit products,"Pear, canned",41,299,71,6.25,0.048,0.3,0.3,18.1,15.7,15.7,10,2.4,0.2,0.8,0,0.2,18.8,81.2,0.833,0,10,0,0,nv,nv,nv,0.2,0.2,nv,nv,nv,nv,0.01,nv,0.025,0.13,0.08,0.014,0.022,0,11,4,0,0.7,0.7,nv,nv,nv,5,66,6.26,4,13.4,0.18,0.071,0.13,0.5,0,0.0231,0.1,0,nv,8.5,nv,nv,nv,nv,nv,nv,0.0103,0.467,nv,0.479,0.164,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,19.5,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.03,nv,0.007,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.003,nv,0.02,nv,nv,nv,nv,nv,nv,nv,0.075,nv,0.025,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.037,0.023,0.1,nv,0.16,0.025,0.075,0,12,20,20,3,1,12,5,11,3,15,9,6,13,56,30,12,27,nv,15,nv
381,Root and tuber vegetables,"Turnip, raw",16,110,26,6.25,0.096,0.6,0.6,6.7,4.7,3.8,0,2,0.1,0.8,0,0.6,8,92,0,0,0,0,0,nv,nv,nv,0,0,nv,nv,nv,nv,0.04,nv,0.045,1.13,1,0.08,0.2,0.1,20,17,0,16,16,nv,nv,nv,17,283,50,8,50,0.5,0.04,0.23,0.5,0.068,0.5,0,10,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.01,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,3.8,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.08,nv,nv,0,15,25,12,7,nv,12,9,17,8,15,10,5,28,35,56,15,21,nv,20,nv
383,Other beverages,"BITTER, sweet, all types, average values",0,1106,265,6.25,0,0,0,18,18,18,18,0,0,0.8,27.6,0.5,46.1,53.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.022,0.035,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.16,3.4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
384,Legumes,"Bean, adzuki, sprouted, raw",0,568,135,6.25,1.6,10,10,24,18.8,18.8,0,5.2,1,0.7,0,0.8,35.8,64.2,nv,nv,nv,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,100,nv,0,nv,nv,nv,nv,nv,nv,nv,44.3,nv,174,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.7,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
385,Species of grain,"Millet, whole-grain",0,1505,356,5.83,1.89,11,11.8,72.8,64.3,63.5,0,8.5,4.2,0.8,0,3.3,91.3,8.7,0,0,0,0,0,nv,nv,nv,0.05,0.05,nv,nv,nv,nv,0.421,nv,0.29,1.54,4.72,0.75,nv,nv,30,nv,0,0,0,nv,150,nv,0.4,220,9.5,100,240,4.8,0.49,3.4,5,0.71,3.2,16,10,2,199,30,16,270,3.2,50,40,0.1,7.9,nv,2.81,8.45,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,3.376,nv,nv,0,765,1440,357,302,nv,580,nv,278,93,769,556,225,983,718,2460,284,869,nv,643,nv
386,Snacks,"Pop corn, microwave oven",0,2109,505,6.25,1.54,9.6,9.6,60.3,52.2,52.2,0,8.1,26.8,0.896,0,2.2,99,1,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,950,530,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0.373,nv,0.223,nv,5.327,nv,1.8,0.137,nv,0,nv,0,nv,nv,nv,nv,0,nv,6.499,0,nv,0,nv,nv,nv,nv,3.196,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,6.072,nv,nv,nv,0.415,7.86,6.499,3.196,6.072,24.043,0,3.196,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
387,Mollusks,"Mussel, raw",49,348,83,6.25,1.904,11.9,11.9,3.7,3.7,0,0,0,2.2,0.63,0,1.6,19.4,80.6,84,84,0,0,0,nv,nv,nv,3.5,3.5,nv,nv,nv,0,0,nv,0.2,4.14,1.6,0.096,nv,nv,41.8,nv,10.2,8,8,nv,nv,nv,582,145,30,39,145,7.7,0.22,3.4,140,0.23,25.6,46,56,nv,68.9,nv,nv,nv,nv,nv,nv,1.4,184,nv,22.9,62.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.047,0.015,0.225,0.024,0.137,0,nv,0,nv,nv,nv,nv,0,nv,0.121,0,0.13,nv,nv,0.138,0.096,nv,nv,nv,0.037,nv,0.029,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.082,0.209,0.037,0.085,nv,nv,nv,nv,nv,nv,nv,nv,0.446,0.485,0.48,nv,1.411,0.36,0.12,38,571,914,952,324,190,495,495,552,152,743,895,286,666,1330,1680,609,495,nv,609,nv
388,"""Fruit"" -Vegetables","Cucumber, raw",3,50,12,6.25,0.115,0.7,0.7,2.6,1.8,1.6,0,0.8,0,0.8,0,0.4,3.7,96.3,5.17,0,62,0,0,nv,nv,nv,0.0467,0.0467,nv,nv,nv,16.4,0.0147,nv,0.0132,0.27,0.184,0.036,0.15,0.787,17.6,nv,0,10.4,9.1,1.31,nv,nv,2.41,147,17.7,9.53,27.4,0.197,0.0269,0.126,0.498,0.0944,0,0.0326,0,nv,0.561,nv,nv,nv,nv,nv,nv,0,0.245,nv,0.0394,0.115,nv,nv,nv,nv,nv,nv,nv,0.03,nv,0.01,nv,nv,nv,nv,nv,nv,0.003,0.874,nv,0.682,1.56,0,0,0,0,0,0,1.56,nv,nv,nv,nv,0,nv,nv,nv,0.17,0.07,0.27,0.39,0.03,nv,nv,nv,nv,nv,nv,0,nv,0,nv,0.007,0,0.001,0,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.001,nv,nv,0,nv,nv,nv,nv,0.006,nv,0.005,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.008,0.001,0.011,nv,0.02,0.005,0.006,0,18,28,23,9,2,17,10,16,5,22,28,8,23,40,225,25,13,nv,25,nv
389,Tropical or subtropical fruit,"Loquat, raw",38,206,49,6.25,0.069,0.4,0.4,12.1,10.4,10.4,0,1.7,0.2,0.7,0,0.5,13.3,86.7,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.019,nv,0.024,0.264,0.18,nv,nv,nv,nv,nv,0,1,1,nv,nv,nv,1,266,16,13,27,0.28,0.04,0.05,nv,0.148,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.5,nv,0,0,0,0,0.001,nv,0.001,nv,0.033,nv,0.004,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.008,nv,nv,0,0,nv,nv,nv,0.079,nv,0.013,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.039,0.008,0.093,nv,0.14,0.013,0.079,0,15,26,23,4,6,14,13,15,5,21,14,7,24,58,61,20,27,nv,20,nv
390,High-fat fruit and seeds,"Cashew nuts, oil roasted",0,2532,610,5.3,3.177,16.8,19.9,29.9,26.6,23.6,0,3.3,47.8,0.956,0,2,96.5,3.5,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.363,nv,0.218,6.08,1.74,0.323,0.88,nv,25,nv,0,0.3,0.3,nv,nv,nv,13,632,43,273,531,6.05,2.04,5.35,nv,1.67,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.27,nv,nv,nv,0.14,0.14,0.821,nv,0.361,nv,4.538,nv,3.095,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.331,nv,27.948,nv,nv,0.14,nv,nv,nv,nv,7.984,nv,0.17,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,9.096,28.419,8.154,nv,45.668,0.17,7.984,0,794,1430,890,302,311,858,540,667,261,1140,1910,445,762,1650,3970,890,762,nv,921,nv
392,Cakes,"Danish pastry, butter ring",0,1953,469,5.7,0.754,4.3,4.7,44.7,41.7,41.3,nv,3,31,0.952,0,0.8,80.8,19.2,nv,nv,nv,nv,nv,nv,nv,nv,1.1,1.1,nv,nv,0.25,nv,0.065,nv,0.06,0.691,0.55,0.045,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,286,92,33,12,102,0.4,nv,0.82,5.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.135,0.046,2.165,nv,0.816,nv,5.721,nv,3.209,0,nv,0,nv,0,nv,nv,0,nv,0,nv,10.013,0.437,nv,0.197,0,nv,0,nv,4.948,nv,1.206,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,0,nv,nv,nv,0.619,12.092,10.647,6.154,0,29.512,1.206,4.948,nv,204,332,121,75,74,219,98,136,41,226,219,98,166,264,1300,181,385,nv,219,nv
393,Fruit products,"Nut paste with cacao, spreads",0,2192,525,6.25,1.12,7,7,59,54.5,54.5,55,4.5,30,0.956,0,2,98,2,400,0,4800,0,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.1,nv,0.2,1.6,1.6,0.06,nv,nv,nv,nv,0,1,1,nv,nv,nv,10,20,148,nv,183,nv,nv,1.48,17,nv,nv,4.2,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,54,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,28.68,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
395,Breakfast products,"Corn flakes, average values",0,1586,374,6.25,1.198,7.5,7.5,84.5,81.4,82,5,3.1,1.4,0.93,0,2.6,95.9,4.1,0,0,0,0,0,nv,nv,nv,0.02,0.02,nv,nv,0.15,0,0.659,nv,0.574,0.579,1.1,0.119,0.185,nv,26.7,14,0,0,nv,nv,nv,1550,608,103,4.31,15.2,57,2.89,0.0667,0.267,0.9,0.11,2,2.6,0,nv,7.2,nv,nv,nv,nv,nv,nv,0.84,1.98,nv,0.174,0.415,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.43,nv,1.5,2.93,0,0.53,3.6,4.13,0,0,7.06,nv,nv,nv,nv,74.9,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0,0,0.176,0,0.034,0,nv,0,nv,nv,nv,nv,0,0,0,0,0.389,nv,nv,0,0,nv,nv,nv,0.643,nv,0.016,nv,nv,nv,nv,nv,nv,0,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.21,0.389,0.659,nv,1.259,0.016,0.643,0,287,1190,57,156,95,395,204,228,35,395,168,216,635,407,1610,228,803,nv,371,nv
396,Breakfast products,"Breakfast cereal, müsli, average values",0,1704,405,5.83,1.617,9.4,10.1,70.4,63.3,56,3.5,7.2,11.1,0.67,0,1.6,92.5,7.5,0,0,0,0,0,nv,nv,nv,0.75,0.75,nv,nv,nv,nv,0.277,nv,0.072,2.18,0.8,0.213,nv,nv,39.4,nv,0,0,0,nv,nv,126,67.3,427,41.6,83.9,277,2.84,0.398,1.83,0.91,nv,4.3,4.12,nv,nv,67.9,nv,nv,nv,nv,nv,nv,0.1,0.06,nv,4.36,3.87,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,3.48,nv,4.04,7.52,0,0.04,3.76,3.8,0,0,11.3,nv,nv,nv,nv,44.7,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0.013,0.107,0.073,0.472,nv,0.171,nv,0.819,0,0.158,0.013,nv,0,nv,0.013,nv,nv,0,nv,0.009,nv,2.892,0,nv,0.04,0,0,0,nv,2.026,nv,0.641,nv,0,0,nv,nv,nv,0,nv,0,nv,0,0,0,nv,nv,nv,nv,nv,nv,nv,0,1.841,2.941,2.667,nv,7.449,0.641,2.026,0,404,728,421,162,275,534,307,340,131,598,647,226,501,841,2140,550,534,nv,550,nv
397,Tropical or subtropical fruit,"Melon, honeydew, raw",39,113,27,6.25,0.088,0.6,0.6,6,5.4,5.4,0,0.6,0.2,0.7,0,0.5,7.3,92.7,1.38,0,16.5,0,0,nv,nv,nv,0.05,0.05,nv,nv,nv,0,0.0245,nv,0.019,0.756,0.734,0.0555,0.105,nv,14.9,nv,0,10.2,10.2,nv,nv,nv,28.3,228,5.98,8.6,20.5,0.518,0.041,0.0805,0,0.041,0,0,0,0,7,0,0,60,0,0,0,0.2,3,nv,1,3,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,1.76,nv,1.41,3.17,nv,nv,1.54,1.54,nv,nv,4.71,0,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.6,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.046,nv,0.01,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.005,nv,0.023,nv,nv,nv,nv,nv,nv,nv,0.027,nv,0.042,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.056,0.027,0.069,nv,0.152,0.042,0.027,0,14,19,14,2,1,18,9,11,1,22,19,10,63,88,141,17,12,nv,27,nv
398,Ready meals,"Turtle, fake, average values",0,457,109,6.25,1.264,7.9,7.9,5.5,5.5,5.5,nv,0,6.2,0.9,0,1.4,21,79,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,nv,nv,725,745,120,36,10,nv,0.87,0.074,1.3,nv,nv,nv,nv,nv,nv,18,nv,nv,nv,nv,nv,nv,0.2,nv,nv,1.2,5,90,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,5.58,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
401,Vegetable products,"Tomatojuice, canned",0,79,19,6.25,0.122,0.8,0.8,4.2,3.3,3.3,0,0.9,0.1,0.8,0,1.1,6.1,93.9,25.9,0,311,0,0,nv,nv,nv,0.574,0.574,nv,nv,nv,7.9,0.047,nv,0.031,0.797,0.673,0.111,0.25,1.5,6,4,0,61.7,59,2.7,nv,nv,221,235,12.9,10,23.6,0.43,0.11,0.3,0,0.0864,2.8,0.0989,nv,nv,5.1,nv,nv,nv,nv,nv,nv,0.75,0.85,nv,1.1,0.4,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.008,nv,0.001,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.001,nv,0.006,nv,nv,nv,nv,nv,nv,nv,0.023,nv,0.002,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.009,0.006,0.025,nv,0.04,0.002,0.023,0,35,31,35,9,6,21,28,21,7,22,28,12,20,87,207,22,24,nv,27,nv
403,Fruit products,"Apricot, canned, light syrup pack",0,289,68,6.25,0.085,0.5,0.5,17.1,15.6,14.9,14.9,1.5,0.1,0.7,0,0.4,18.1,81.9,65.4,0,785,0,0,nv,nv,nv,0.89,0.89,nv,nv,nv,nv,0.016,nv,0.02,0.46,0.304,0.054,0.092,nv,2,nv,0,2.7,2.7,nv,nv,nv,4,138,11,8,13,0.39,0.079,0.11,nv,0.052,12,0.2,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.1,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,14.9,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,0,nv,0,nv,0.003,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,0.022,nv,nv,0,0,nv,nv,nv,0.01,nv,0,nv,0,nv,nv,nv,nv,nv,nv,nv,0,0,0,0,nv,nv,nv,nv,nv,nv,nv,nv,0.003,0.022,0.01,nv,0.035,0,0.01,0,16,31,37,2,2,21,12,20,9,20,20,9,26,121,54,16,31,nv,30,nv
404,Vegetable products,"Gherkin, pickled",0,59,14,6.25,0.053,0.3,0.3,3.3,2.1,2.1,15,1.2,0.2,0.7,0,3.1,7,93,nv,nv,nv,0,0,nv,nv,nv,0.07,0.07,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0,nv,nv,nv,nv,nv,nv,140,15,9.5,19,0.49,0.057,0.18,nv,0.085,2,nv,3,nv,0.561,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,0.14,nv,nv,0,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv,nv
